,NVDA,GOOGL,GOOG,AAPL,MSFT,AMZN,AVGO,META,TSLA,WMT,BRK-B,LLY,JPM,MU,XOM,V,AMD,INTC,JNJ,ORCL,COST,MA,CAT,CVX,BAC,CSCO,NFLX,ABBV,LRCX,KO,PG,UNH,AMAT,PLTR,HD,GE,MS,GEV,GS,MRK,PM,TXN,WFC,RTX,LIN,KLAC,C,AXP,IBM,ANET,PEP,TMUS,SNDK,MCD,NEE,VZ,ADI,QCOM,T,DIS,AMGN,BA,TMO,STX,TJX,BLK,APH,GILD,APP,SCHW,WDC,ISRG,ETN,UNP,DE,CRM,ABT,WELL,BX,PFE
2024-04-01,218.8718103448276,207.5853735632184,46.2557183908046,146.17387931034483,160.51014367816092,546.7697701149426,868.3813505747127,62.562959770114944,216.2369252873563,202.25336206896552,680.6302298850575,819.5529885057471,1203.7275287356322,316.70488505747124,95.2189367816092,205.9774712643678,142.0037068965517,260.29344827586203,26.19324712643678,253.363908045977,664.1673850574713,732.9233620689655,1114.5978735632184,366.58097701149427,139.27545977011494,151.22580459770114,2069.837068965517,145.73818965517242,864.8232183908045,551.7387068965518,825.0820977011495,443.5839367816092,875.9747988505746,581.2722413793103,821.1608908045977,183.86103448275864,478.62583333333333,146.26724137931035,104.30617816091953,80.52997126436782,3360.2460919540226,546.4585632183907,1733.733620689655,697.5702586206897,252.0153448275862,315.3148275862069,180.72821839080459,58.12307471264368,101.50531609195401,211.56882183908044,1144.525603448276,916.4524425287357,372.91922413793105,1104.3072988505746,281.59037356321835,60.892816091954025,1156.3825862068966,557.1952011494253,193.50844827586207,558.989827586207,110.51994252873564,3266.261609195402,744.8944540229885,170.41689655172414,806.2022126436781,111.98261494252874,209.14140804597702,197.05620689655174,631.563275862069,1303.2307471264367,1906.5156896551723,96.24591954022988,4683.539310344828,262.8764655172414,250.68752873563218,129.91850574712643,51.35951149425287,157.6885344827586,67.9157183908046,105.18793103448276
2024-04-02,213.04572413793102,206.42372413793103,46.06337931034483,148.87044827586206,161.12841379310345,546.5018275862069,853.4699310344827,62.48344827586207,219.4082413793103,201.80493103448276,725.1297586206896,817.7754827586207,1215.5002758620687,312.6559655172414,91.203,207.26444827586207,135.12824137931034,258.33065517241374,26.52951724137931,249.11382758620687,647.513275862069,721.1233448275862,1119.0764827586206,363.25510344827586,136.25958620689656,150.58303448275862,2019.7826551724138,149.1091724137931,859.6456206896552,548.4531379310345,809.6484827586206,446.7566551724138,887.9084827586207,587.3236551724137,847.3461379310345,184.52337931034484,479.8355172413793,149.92913793103446,103.1288275862069,82.64006896551724,3532.4425862068965,549.024,1709.8460689655171,717.5943793103448,248.1796896551724,315.9773448275862,180.9425172413793,58.35248275862069,99.23658620689655,210.35748275862068,1155.4663448275862,917.2507931034482,369.3892758620689,1120.6541379310345,288.63824137931033,59.743310344827584,1136.7835862068964,553.2483793103448,198.78455172413794,558.832448275862,109.564,3352.7559655172413,725.9808620689655,173.5316896551724,795.1485862068965,108.41189655172414,211.82096551724138,194.2280344827586,640.5902758620689,1296.3032068965517,1919.9233103448275,95.65572413793103,4697.873068965517,260.76979310344825,247.8683103448276,135.1178620689655,51.15962068965517,158.2118275862069,68.35813793103448,105.94162068965517
2024-04-03,215.33416666666665,206.7561091954023,48.072431034482754,151.62183908045975,159.25485632183907,522.1087643678161,857.1411034482759,64.61582758620689,223.22681034482756,204.04560919540228,736.7159770114941,826.0378563218391,1229.081936781609,311.0220862068965,89.32187931034483,203.11095402298852,137.1866091954023,257.80905172413793,26.585747126436782,250.48758620689654,646.2309712643678,731.1080459770114,1127.1837528735632,364.1935804597701,135.6911609195402,154.95544252873563,2018.9590229885055,150.3860172413793,885.2949942528735,533.9892701149425,801.7575919540229,447.0974942528735,912.8777068965517,603.8703218390805,842.4254770114943,184.7397873563218,463.6408908045977,148.21554022988505,103.549408045977,81.15922413793103,3580.2381781609192,544.0835459770115,1699.3588793103447,710.2133103448275,239.82213218390805,309.9212701149425,180.06651149425284,58.4055632183908,98.08686781609195,203.33942528735633,1153.8421954022988,915.4947413793102,370.54923563218387,1089.0602068965518,288.1645747126437,60.721431034482755,1119.010712643678,560.4711666666667,201.49088505747127,553.3158620689654,110.50739655172413,3452.242344827586,711.5010574712643,171.15613218390803,793.6468620689656,113.10366091954022,221.09787356321837,196.963,627.6001781609195,1299.6068620689655,1859.3406896551724,94.17170114942529,4760.583040229884,258.35945977011494,260.15607471264366,134.8292011494253,49.869045977011496,160.8126149425287,69.55911494252874,107.47495977011494
2024-04-04,219.40183908045975,208.60579310344826,46.550804597701145,148.14170114942527,160.2469885057471,525.3590804597701,859.6832183908045,63.24882758620689,229.14841379310343,207.0783448275862,734.5987126436781,827.4301609195401,1241.7946666666664,318.5405057471264,89.44404597701148,206.2574712643678,132.42041379310345,252.4342068965517,26.309517241379307,255.59301149425283,651.6385287356321,740.1785747126437,1106.2674022988506,348.41406896551723,136.7014252873563,158.80266666666668,2020.6582068965517,146.92597701149424,877.7528275862069,536.4252873563217,809.111172413793,452.3325057471264,910.670896551724,587.2259310344828,842.8605057471264,186.97213793103447,482.9749885057471,146.09471264367815,100.92588505747125,80.81967816091954,3586.999264367816,540.3737931034482,1723.6994022988504,691.4041379310344,249.28579310344824,314.14519540229884,175.69811494252872,58.687264367816084,99.29452873563218,208.59540229885056,1146.4694252873562,926.4857011494253,374.5261609195402,1117.6765057471264,282.9935632183908,63.49820689655172,1124.0980229885056,564.7817931034482,206.41333333333333,543.7715862068966,108.5631264367816,3429.9630344827583,717.2045057471264,168.69471264367814,799.2295172413792,110.4230804597701,226.14547126436779,194.25609195402296,623.1053793103447,1294.6215172413793,1809.215724137931,94.28616091954022,4825.489655172413,253.8785287356322,267.07485057471257,136.02602298850573,47.22620689655172,161.43154022988506,67.92468965517241,105.60174712643676
2024-04-05,215.7700344827586,212.49512068965515,47.42906896551723,146.36265517241378,161.10496551724137,538.6973275862068,848.9096379310344,66.84982758620689,231.84310344827585,217.13198275862067,756.4427068965517,835.6748275862068,1250.6427931034482,319.8083275862069,88.00681034482758,206.79781034482755,143.64915517241377,253.46793103448275,25.544327586206894,249.16375862068963,640.6875,738.529448275862,1126.7262931034481,357.0799655172413,133.86599999999999,159.20239655172412,2000.6812241379307,148.08848275862067,880.608724137931,545.1639827586207,801.5637413793103,447.13489655172407,883.3222241379309,602.6465172413792,843.0459827586207,185.90074137931032,472.99112068965513,147.43349999999998,99.69253448275862,80.199,3645.301344827586,543.8020344827585,1708.5173275862066,692.0048793103448,253.36396551724135,314.1110172413793,177.1260517241379,58.782103448275855,97.37410344827585,205.75815517241378,1116.9743275862068,952.137,377.22848275862066,1140.7616379310343,273.46049999999997,64.24029310344827,1131.238396551724,565.6867758620689,209.20981034482756,551.2043793103447,107.45875862068965,3400.4729482758617,717.7571379310344,163.7664827586207,801.5949310344827,109.0598275862069,228.49541379310344,188.97812068965516,617.3264482758619,1293.2374655172414,1816.2671896551722,97.05181034482757,4923.682137931034,256.92998275862067,267.96072413793104,132.31691379310342,46.00474137931034,161.34408620689655,66.78744827586206,107.39637931034481
2024-04-08,210.2824712643678,211.85321839080459,49.5253448275862,146.74522988505746,161.75574712643677,524.0054022988505,868.5191379310344,66.86597701149425,234.8527011494253,215.49402298850572,777.197356321839,865.3568390804596,1253.5602298850572,316.66678160919537,87.55614942528734,210.5009195402299,136.67580459770113,258.54913793103447,26.26580459770115,245.58787356321838,647.6471264367816,743.982816091954,1120.2027586206896,360.23160919540226,133.82557471264366,156.26333333333332,1996.1491379310344,149.54344827586203,877.1114367816092,556.1589080459769,818.5777011494251,444.6150574712643,885.9949999999999,613.3819540229885,832.96408045977,185.86827586206894,499.4559770114942,151.40545977011493,99.71643678160919,81.23155172413793,3558.4079885057467,547.4937931034483,1716.2440804597697,694.4470689655172,261.1705172413793,315.33528735632177,178.4410344827586,58.92902298850574,99.92448275862068,206.02793103448275,1101.998735632184,974.7162068965516,367.70045977011495,1153.8125862068964,274.0173563218391,63.45402298850574,1143.1086206896553,567.0397126436782,206.92252873563214,538.6414367816091,108.15270114942527,3380.871954022988,711.3299999999999,167.6538505747126,810.7655747126436,107.83022988505746,219.58212643678158,191.45431034482758,618.8015517241379,1282.946724137931,1758.8102873563216,95.26425287356321,4959.4,254.48183908045974,263.9583333333333,130.48643678160917,47.309655172413784,158.6974712643678,65.83614942528735,108.1006896551724
2024-04-09,221.08771264367812,217.59060919540227,50.34371839080459,144.67183908045976,164.57202298850572,527.2820172413792,853.064264367816,65.40416091954023,226.64560919540227,221.64974712643675,777.7204195402298,903.1165574712643,1228.898804597701,322.378816091954,90.61244827586206,209.8053908045977,140.61270114942528,253.6544885057471,26.675821839080456,239.20812068965515,651.0753160919539,743.0095862068964,1119.6559540229885,367.77871264367815,130.5897528735632,156.24558620689655,1942.0581149425286,151.35380459770113,895.0190977011492,560.8895977011493,830.5828850574711,460.7225632183908,903.6785919540229,604.020540229885,800.2954712643677,186.92850574712642,504.56125287356315,149.57402873563217,100.02132183908044,81.19316666666666,3646.3340114942525,545.0797758620689,1709.1989022988505,696.6209252873562,258.0050517241379,324.7622586206896,176.2290344827586,61.28257471264367,99.67785632183906,206.0376781609195,1090.0658793103446,980.5940517241378,366.6130114942528,1149.4750057471265,281.2878505747126,64.97743103448275,1105.9589655172413,566.7389195402297,206.18339080459768,542.7691896551723,110.64793678160919,3380.8976149425284,721.1006494252873,169.18278735632182,794.4253333333332,105.18371264367815,219.73466666666664,188.76032183908046,610.5463850574712,1283.5098218390804,1779.0160747126436,92.90221839080459,5081.655591954022,255.88181034482756,262.3139827586207,126.12470114942528,46.877839080459765,158.2127068965517,66.77802298850574,107.70245977011493
2024-04-10,219.50193103448277,209.2651724137931,50.40275862068966,148.71937931034483,160.99724137931034,540.0593103448276,878.2784827586207,65.44027586206897,221.40765517241383,225.10455172413793,829.2503448275862,902.7404827586207,1219.2364827586207,316.77717241379315,90.08972413793104,207.82806896551725,147.1364827586207,253.80496551724138,25.75331034482759,235.52875862068967,661.609103448276,744.3154482758621,1120.742827586207,367.8568275862069,129.9433103448276,157.75855172413796,1925.343724137931,149.68786206896553,882.6418620689657,575.5807586206897,826.7510344827587,457.25924137931037,906.6664827586208,620.1830344827587,790.8859310344828,186.08406896551725,513.7853103448276,153.95751724137932,97.2648275862069,80.92558620689655,3605.994551724138,551.6290344827587,1716.0160689655172,676.7299310344829,256.75206896551725,323.09834482758623,174.7434482758621,61.96206896551725,98.4311724137931,206.43262068965518,1073.422551724138,979.4693103448276,368.3254482758621,1157.3889655172416,290.31572413793106,63.59703448275862,1108.5899310344828,582.0060689655173,202.69406896551723,545.8389655172414,110.50075862068967,3539.231724137931,698.224,171.92131034482762,790.2194482758622,107.13710344827587,216.836,182.59544827586208,618.4335172413794,1252.945931034483,1799.4097241379313,89.19413793103449,5092.5531034482765,255.4191034482759,262.4484137931035,126.21517241379311,48.549103448275865,154.5719310344828,68.06455172413794,105.77289655172414
2024-04-11,229.3549195402299,212.42316666666667,49.50323563218391,152.61500574712645,160.60679310344827,549.4848735632185,890.1934195402299,65.64310344827587,221.10264367816092,226.22905747126438,849.9531551724139,918.7221206896553,1203.5298333333333,318.3377931034483,90.18112068965517,212.82952873563218,149.55166091954024,258.3629195402299,25.71542528735632,224.70780459770117,671.4143333333334,746.5704770114943,1145.5138333333334,373.2800287356322,128.69174137931037,158.89798850574715,1901.305603448276,146.69670689655172,874.0848103448276,564.2285229885058,817.1211839080461,451.07231609195406,933.7470977011494,606.9277988505747,804.0550804597701,187.83305172413796,516.7362586206897,158.39785057471266,97.37060344827587,83.70016666666668,3579.0808103448276,559.039591954023,1694.644442528736,691.0864252873564,250.18358045977016,320.0674367816092,176.29862068965517,61.371091954022994,99.63164367816093,208.42206321839083,1081.5274367816094,966.8291379310346,368.74752873563216,1163.1957931034483,295.77948850574717,61.318994252873566,1132.1559827586207,577.4092413793104,206.79661494252875,547.0362816091954,111.90586206896553,3493.6510000000003,714.603327586207,178.18455747126436,799.0432816091954,109.86363218390805,206.10892528735633,179.18483333333333,617.6078275862069,1264.838408045977,1802.3720689655172,91.58775862068967,4986.468948275862,262.436959770115,263.68730459770114,125.61797701149426,49.5761724137931,153.7611551724138,70.09224712643679,105.04980459770115
2024-04-12,237.48804597701152,209.47529885057472,50.83370114942529,151.52112643678163,162.1027931034483,566.061827586207,881.4163448275863,65.97121839080461,221.6416091954023,219.2437931034483,833.4287471264367,926.6412413793104,1243.0695632183908,326.3636206896552,90.6061724137931,215.282183908046,151.52112643678163,254.84614942528736,24.87473563218391,226.3642643678161,668.0628390804598,751.8821494252875,1152.0151034482758,379.3970574712644,129.28398850574715,160.1011379310345,1947.579206896552,143.07664367816093,880.8742298850576,566.5101149425287,805.6662068965517,448.73564367816095,945.9905747126437,615.5819425287357,794.4798735632185,182.8803908045977,509.410816091954,159.38179310344827,99.6240459770115,83.98611494252874,3626.655137931035,569.4813218390805,1659.903827586207,686.8179310344827,254.06425287356322,320.8486436781609,179.0647356321839,62.989586206896554,99.97850574712645,212.49863218390806,1095.2494137931035,984.5641379310345,372.02637931034485,1161.3248850574714,292.39803448275865,60.195609195402305,1114.0879080459772,567.1773333333333,201.8127126436782,542.4381264367815,113.3228735632184,3580.7421724137935,722.1909310344828,178.92920689655173,807.3863793103449,109.09020689655173,207.63002298850574,175.21780459770116,611.6933103448276,1271.582724137931,1862.6235402298853,89.15705747126437,5005.0866321839085,264.32273563218394,270.18174712643685,124.15474712643679,49.0718275862069,154.74254022988507,70.49579310344828,105.31625287356322
2024-04-15,241.24896551724137,215.04620689655172,51.46672413793104,155.1303448275862,160.54405172413794,544.5938793103448,862.9803448275862,64.96448275862069,219.30206896551726,217.6226724137931,829.6010344827587,947.2735344827587,1281.1709482758622,320.4622413793104,89.25836206896551,211.54137931034484,149.51844827586208,253.93310344827586,25.316120689655172,222.90077586206897,664.0187931034484,739.226551724138,1117.4558620689654,381.5985344827586,130.2001724137931,163.07879310344828,1949.7272413793105,143.3641379310345,875.2055172413793,561.5443103448276,795.1264655172414,445.56163793103445,930.9176724137932,606.0535344827587,792.3726724137931,186.75724137931033,504.97681034482764,159.5426724137931,98.65672413793104,83.91767241379311,3566.819224137931,582.0412931034483,1671.573275862069,687.4573275862068,256.6556034482759,322.6006034482759,180.02922413793104,62.46103448275863,97.91612068965517,213.82577586206898,1118.8014655172412,955.6183620689656,364.43948275862067,1187.5941379310345,287.3019827586207,60.3748275862069,1124.4237931034484,562.7334482758621,203.6033620689655,547.0451724137931,114.19896551724139,3643.2474137931035,736.2641379310345,178.2246551724138,794.1355172413794,111.04879310344828,199.36836206896552,172.82137931034484,588.9362068965518,1266.9847413793104,1875.1349137931036,88.52818965517243,5113.752068965517,263.48793103448276,268.6095689655172,126.55974137931035,48.83810344827587,156.10043103448277,73.3823275862069,106.74077586206897
2024-04-16,243.3753103448276,215.43604597701147,50.30528735632184,155.61241379310346,157.60583908045976,548.9538390804598,875.9068965517241,61.9631724137931,223.92114942528738,217.63820689655174,796.4308045977012,966.1746206896552,1312.373103448276,321.7451034482758,88.3056091954023,211.47006896551724,151.58381609195405,258.5608275862069,25.39268965517241,223.69154022988508,652.4345287356322,753.9322298850575,1155.8422528735632,380.7024827586207,134.26919540229886,163.29388505747127,1986.7874942528738,142.95259770114941,846.1516321839081,585.868735632184,801.2525977011495,445.7027586206897,947.7119540229885,604.9680459770115,794.4269425287356,183.38468965517242,498.4815632183908,160.4968275862069,94.26501149425287,85.27894252873563,3530.2413793103447,588.3944367816092,1677.3995402298851,698.5859770114943,266.1170574712644,321.004091954023,182.56018390804596,62.59981609195402,98.81544827586208,215.15425287356322,1132.975264367816,955.5186666666666,369.50381609195404,1188.728551724138,282.6489195402299,60.6063908045977,1124.9285057471263,567.2808275862069,205.16625287356322,539.9782068965517,114.95071264367816,3628.1175172413796,745.9063448275863,178.84468965517243,790.8262528735632,110.84905747126436,197.81875862068964,169.67075862068964,571.7373333333333,1281.9185747126437,1853.2384367816094,89.4432183908046,4969.056091954023,268.9036781609195,261.41006896551727,127.95494252873563,48.938068965517246,155.62285057471266,73.99678160919541,108.03112643678162
2024-04-17,235.05087931034484,213.09024137931036,49.9048448275862,162.15158620689655,155.86518390804596,532.892683908046,861.09091954023,61.15144827586207,242.13091379310345,218.18619540229884,771.7446436781609,956.8384655172414,1302.757672413793,317.5050862068966,87.66502873563219,214.20759195402297,151.50020689655173,267.52714367816094,24.91587356321839,228.47208620689653,654.433275862069,736.6264195402299,1163.736287356322,383.6376206896552,130.95975287356322,163.41513218390804,2012.3483850574712,142.85379310344828,833.0318448275863,596.3937011494253,804.1895804597701,435.5161034482759,963.9498275862069,612.9242241379311,799.991683908046,186.5662183908046,498.1086206896552,165.78558620689654,96.08170689655172,84.99174137931034,3539.797948275862,576.9705977011494,1722.5473275862068,717.798540229885,257.40833333333336,318.08986781609195,180.3007011494253,62.41499425287357,99.97677011494252,221.92462068965517,1157.4812126436782,944.1925632183908,363.61929310344823,1219.2278850574712,278.3351609195403,62.41499425287357,1113.1422356321839,574.2346551724138,211.10616091954023,536.3700459770115,114.99312643678161,3823.9182701149425,751.4025977011494,184.06001149425288,786.8236551724139,110.52372413793104,195.86006896551723,170.1505632183908,564.0114195402299,1292.7850574712643,1841.7592356321838,92.18664367816092,5022.250655172414,273.30186206896553,262.56694252873564,130.824,49.173867816091956,156.72147126436784,75.31151724137932,108.42477586206897
2024-04-18,236.02655172413793,216.8121724137931,48.93972413793104,162.1363448275862,158.8451379310345,523.8452068965518,859.9766896551724,62.5851724137931,246.60020689655173,217.89879310344827,821.5583793103448,989.5771034482758,1307.455448275862,326.6653448275862,88.0058275862069,214.84789655172412,146.45348275862068,268.614724137931,23.884758620689656,224.56479310344827,656.2875517241379,719.7608275862069,1160.8138965517242,387.8608965517242,134.05137931034483,165.56337931034483,1996.6655172413793,143.5488620689655,826.6153448275861,631.7132068965517,823.6375862068965,436.3931379310345,977.8959310344828,615.4974827586207,791.4568965517241,184.34937931034483,492.90786206896547,166.8171724137931,99.67655172413794,86.02065517241378,3580.6345862068965,577.4030689655173,1702.4420689655174,718.0786551724137,260.8098620689655,317.8574482758621,179.2088275862069,61.49855172413793,100.91989655172414,221.04372413793104,1140.962172413793,951.2005862068966,372.83627586206893,1206.671379310345,281.08996551724135,64.0688275862069,1097.277931034483,578.583724137931,212.59106896551722,539.475827586207,115.04596551724137,3811.959413793103,753.9475862068965,183.93144827586207,798.3841034482758,108.98596551724138,190.5556551724138,171.14275862068968,557.1752068965517,1243.480655172414,1836.4307586206896,94.51510344827585,5120.365655172414,265.90862068965515,258.43810344827585,133.15282758620688,49.681551724137925,157.91524137931032,75.02906896551724,110.96068965517242
2024-04-19,246.45359195402298,220.00491379310344,46.79220689655172,164.8285804597701,156.78943678160917,533.9705862068965,871.0082873563217,61.58464942528735,241.04886206896552,216.6491724137931,847.737632183908,1016.4969252873564,1288.3537931034484,340.09027586206895,89.61188505747126,214.1088448275862,141.61019540229884,269.68243103448276,24.723764367816088,227.38545402298848,638.9185229885056,709.451816091954,1161.1492413793103,391.67042528735635,133.65468390804597,166.459408045977,1963.861396551724,145.53045402298852,829.1817413793103,637.9567528735632,844.8105057471264,444.2437068965517,1002.8230632183908,614.2888448275862,825.5123793103447,187.23155172413792,518.0282011494253,167.89160919540228,99.91955172413793,85.73344252873564,3630.65082183908,562.1650862068965,1620.896264367816,721.7875632183908,262.43779310344826,320.7294252873563,179.47466666666668,61.95054022988505,102.37624712643678,220.51716091954023,1116.9809942528736,930.8680229885058,365.06493678160916,1208.0355344827585,292.03313218390804,63.23638505747127,1097.850132183908,576.7589022988506,208.54730459770116,540.5252586206896,114.51336781609196,3795.636212643678,755.2717988505747,186.1234252873563,807.698724137931,108.63820689655172,188.72647701149424,171.66551149425288,559.467948275862,1262.5846264367815,1838.779011494253,94.44164367816091,5100.89416091954,269.84969540229883,254.21047701149422,132.8183620689655,49.38480459770115,153.83094827586206,76.38754597701148,112.0566724137931
2024-04-22,252.38379310344826,221.9667816091954,45.93931034482758,168.4022988505747,156.3003448275862,536.8581609195402,877.762988505747,59.07678160919539,247.58275862068962,223.07551724137932,817.7552873563218,1038.4355172413793,1265.6321839080458,344.9736781609195,87.65287356321838,213.14919540229883,140.47471264367817,266.08609195402295,24.224827586206896,232.41609195402296,634.8766666666667,710.1137931034482,1181.8598850574713,393.5174712643678,136.36402298850575,167.4190804597701,1938.7393103448276,145.69413793103448,850.2537931034482,648.8718390804597,838.0158620689655,446.1405747126436,1000.4665517241378,614.3232183908046,832.5349425287357,185.25298850574714,523.0094252873563,170.03402298850574,99.56655172413792,84.87057471264367,3562.3675862068967,560.56,1619.078275862069,711.0133333333333,263.0632183908046,318.7824137931034,181.2364367816092,60.86540229885057,105.01609195402298,223.26379310344825,1111.5388505747126,914.539540229885,360.9666666666667,1204.1705747126437,294.81908045977013,66.0848275862069,1071.3837931034482,573.6347126436781,207.3858620689655,526.1055172413793,113.42574712643678,3879.016206896552,749.5157471264368,188.9871264367816,809.1259770114941,105.73781609195402,186.38264367816092,169.41689655172414,566.1664367816091,1230.863908045977,1870.4474712643678,95.3303448275862,5098.803218390804,265.89781609195404,248.9006896551724,136.13390804597702,48.51241379310345,153.86321839080458,76.25172413793103,112.2542528735632
2024-04-23,252.95155172413791,218.73977586206894,45.99594827586207,172.05310344827586,157.42231034482757,542.6684655172413,878.8418103448275,57.738258620689656,242.81046551724134,227.6773275862069,817.189448275862,1045.3795862068964,1280.5083620689654,351.7146379310345,87.56498275862069,212.53372413793105,141.95427586206895,266.6090517241379,23.63113793103448,230.52394827586207,638.1139827586206,730.221,1190.442120689655,390.69868965517236,137.2761896551724,164.3818793103448,1924.765603448276,145.49162068965518,848.7639137931034,651.7086896551724,846.409172413793,455.65815517241373,992.4136034482758,611.9187931034483,826.7026034482758,187.7618448275862,531.5436206896551,170.21117241379307,101.09689655172413,86.24632758620689,3586.846724137931,575.352275862069,1646.027017241379,738.7085344827586,257.79708620689655,319.9099310344827,181.74417241379308,63.00241379310345,102.65625862068966,226.4528620689655,1126.8431724137931,922.5248793103448,357.7637068965517,1186.9885,295.2322413793103,67.3246724137931,1083.882224137931,574.1906034482759,202.35077586206896,531.7633965517241,114.46136206896551,3900.1424482758616,746.7041896551724,192.419,816.1742931034482,102.97022413793103,183.69075862068965,174.28225862068965,569.2718103448276,1247.939672413793,1976.9048103448274,94.085,5060.297362068965,268.1370172413793,246.72456896551722,134.98424137931033,48.06812068965517,156.5013448275862,76.44013793103449,111.33217241379309
2024-04-24,265.99105747126436,216.9017701149425,46.23063218390804,174.15806896551723,156.41974712643676,535.5004597701148,868.6018505747126,57.5291264367816,245.7291609195402,221.10074712643677,812.1722068965516,1055.157896551724,1267.3266551724137,359.56227586206893,82.81722988505747,215.93841379310342,150.02180459770113,267.39420689655174,22.649344827586205,223.079816091954,628.2549195402298,742.4964137931034,1198.2581954022987,392.36874712643674,138.56624137931036,164.15801149425286,1943.6551494252872,144.1997816091954,834.6644827586207,638.4120459770114,835.9315057471263,458.4947816091954,1007.7230689655172,613.3647816091953,836.7063793103447,184.3675517241379,522.6626896551724,165.91718390804596,103.0162988505747,87.14186206896551,3637.5706436781606,569.3645287356321,1651.2032068965516,770.8211839080459,263.5093678160919,323.2374597701149,185.81258620689653,63.89565517241379,104.21002298850573,226.81805747126435,1101.399,940.6546206896552,352.55699999999996,1193.5565977011493,292.45194252873563,66.75431034482759,1078.0061954022988,577.1342068965516,196.49327586206894,533.5423333333332,115.06872413793103,3829.8754137931032,768.1195977011494,191.9696896551724,819.5125632183907,98.0633908045977,190.55606896551723,173.6345057471264,578.882908045977,1243.9547931034483,1911.2989425287353,91.40366666666667,5057.63116091954,267.5303333333333,242.76579310344826,135.6971149425287,47.79085057471264,155.4040344827586,79.25699999999999,110.61843678160919
2024-04-25,264.16736781609194,217.23035632183905,46.17218965517241,173.5621724137931,155.6150517241379,551.1746206896552,878.3402586206896,56.61777011494252,250.55772988505746,220.9496954022988,857.3652816091953,1058.136252873563,1264.6486264367813,363.3637126436781,83.3446264367816,212.80905747126434,148.84690229885055,267.86575287356317,22.483666666666664,218.95906321839078,642.5341609195401,733.7889310344826,1212.6093103448275,393.40130459770114,137.1231264367816,163.98618390804597,1953.6378563218389,145.03327011494252,861.577040229885,635.3888390804598,844.7404827586206,455.0166091954023,1033.2952586206895,616.1216149425287,822.6025574712643,185.7888448275862,530.8492183908046,166.99308620689652,104.85393103448274,88.89744252873562,3779.372356321839,572.3067528735631,1616.9800459770113,786.1216034482758,260.14419540229886,325.1435747126436,184.0287068965517,64.10883333333332,105.15776436781609,228.79697701149422,1074.9937643678159,911.1542586206896,347.9101206896551,1215.2599942528734,291.1875804597701,66.9585804597701,1057.549540229885,565.3395402298851,196.69541379310343,539.2622586206896,116.66152298850572,3860.8939827586205,765.1780574712643,197.4078505747126,813.435172413793,102.14038505747125,191.92837356321837,164.62528160919538,575.1145919540229,1268.147948275862,1826.3526436781608,92.20817816091953,4927.610908045976,265.85416666666663,242.11325862068963,136.9869252873563,47.0417816091954,156.03413218390804,80.36915517241378,112.42881034482758
2024-04-26,260.6328275862069,217.18179310344826,47.371586206896545,174.99917241379308,154.0231724137931,559.5906206896551,851.0532413793103,56.20855172413792,252.66593103448272,222.3812413793103,815.5586206896551,1074.0844137931033,1259.4300689655172,359.0659310344827,83.4742068965517,208.54399999999998,146.5070344827586,268.6521379310344,22.527448275862064,227.8951724137931,644.9517241379309,736.0049655172413,1231.6402758620688,401.14372413793103,135.03889655172412,171.21489655172414,1957.780965517241,144.8926896551724,854.2504827586206,635.8736551724138,860.1522758620688,441.39751724137926,1036.8077241379308,624.9715862068965,827.9492413793103,183.32248275862065,522.4606896551724,166.70731034482756,98.1815172413793,89.30262068965516,3802.1594482758615,577.3693793103447,1600.71724137931,784.5611034482757,261.6286896551724,326.8628965517241,184.37075862068963,62.57158620689654,107.39586206896551,229.6038620689655,1077.438896551724,868.8739310344827,347.93324137931035,1215.3291034482756,296.72496551724134,66.52358620689654,1088.1942068965516,569.559724137931,193.50124137931033,538.5307586206897,118.3503448275862,3789.003586206896,762.9561379310344,193.56413793103445,788.5550344827585,102.81489655172412,189.92662068965515,162.60855172413793,602.8110344827585,1292.2830344827585,1848.7602758620687,88.768,4936.36248275862,265.03558620689654,243.92331034482754,136.61131034482756,47.78041379310344,158.32110344827584,80.21406896551723,112.06068965517241
2024-04-29,261.61479885057474,220.741091954023,48.22614942528735,173.3225574712644,152.80704022988508,570.9418103448277,854.1629310344828,55.117097701149426,248.32586206896553,227.4117816091954,804.2271551724139,1079.067959770115,1293.5788793103447,356.3364942528736,83.68778735632185,206.80186781609197,147.18520114942532,269.20847701149427,21.333620689655174,226.78247126436784,634.0826149425287,718.536063218391,1257.1627873563218,395.17543103448276,139.78031609195403,168.64468390804598,1935.0034482758624,141.59482758620692,862.6061781609195,621.9369252873564,825.141235632184,440.5382183908046,1044.8020114942528,599.58591954023,845.2791666666667,177.0564655172414,511.53491379310344,169.49425287356323,99.45201149425287,89.51939655172414,3806.205316091954,580.9373563218392,1535.4228448275865,790.5396551724139,259.1395114942529,323.91652298850573,186.76882183908046,62.62686781609196,106.69956896551726,227.90474137931037,1076.9387931034482,859.64841954023,350.64123563218396,1209.1883620689655,300.1810344827586,66.73836206896553,1103.2964080459772,575.9972701149426,191.05862068965519,536.0780172413794,120.14583333333334,3792.339511494253,771.2512931034483,197.05804597701152,777.691235632184,103.2698275862069,192.86264367816094,165.36178160919542,585.0593390804597,1324.95,1834.6808908045978,88.10344827586208,4918.479885057472,265.90459770114944,240.96293103448278,136.6652298850575,47.67025862068966,157.4639367816092,83.26824712643679,111.67112068965518
